archivo,bytes,md5,sha256
tesis/images/pruebas_validacion/p13_s3_processed_prefix.png,169324,a2cca80cdd456b285923b269d80a6490,00172172ea670f0dd934b3eae2e0693798d96114b10efd0c5ebca63c4c8da531
tesis/images/pruebas_validacion/p14_s3_json_objeto.png,102004,8424478fc59add0bf8505c595915f4b6,ed37eff5743dbe3e1e0fa6e5b0fe6169f3a2813a435f90f85cc34845a7963b13
tesis/images/pruebas_validacion/p15_glue_tabla_raw_processed.png,166973,7fccea788cbd186523a09e8506d9853d,8f62f7aa2f40c140168c65795337a4778cc5a1d8daf23b54c45ee0769ddec125
tesis/images/pruebas_validacion/p16_athena_consulta_basica.png,213014,a4d571e227599ea30c691ae6d7a8dc0b,aab4735510613bb098723ea3cbb9d35441ec1eb7a01e2b9f33df27267fe9d3ef
tesis/images/pruebas_validacion/p17_lambda_getlatest.png,398224,49c0652d1fe54621c67f005e8c617730,caa536f5acb0ef3c4485da268b5f159b1901a8d37842cc6c6f474d2b92594891
tesis/images/pruebas_validacion/p18_lambda_gettimeseries.png,378653,3ae55028f7d75960028a7de9a1d8ec50,31e35053ec85de7edec72ed35aa24bb9e1d2bc785074000ea55f74f4dfdbc669
tesis/images/pruebas_validacion/p19_s3_web_assets.png,201734,216831e53440d4756e7f24e5489f98fb,d30cbb13306ee99612bd73c2842d28d81ba67a08bef61abeabb074a75df4469f
tesis/images/pruebas_validacion/p20_cloudfront_distribution.png,187666,8d7a31ca93be7e57c9d0582098ab463c,db99ca7c6ae92c6d1d956896317e687f133f2d2c31129f9e70d04f195eaa79d4
tesis/images/pruebas_validacion/p21_dashboard_15min.png,315688,d0b5e1dcc29f1726eb92c739e6a87b20,322fb01e77654a6e0c04f31e142aba2a0e549654686358e8e81f0a27e87210d5
tesis/index.qmd,10139,1c70722d7e0a88a2aad9ef54beed2c03,a4da8e0ed905074aff257fdbe9ccadd3569060034a23d4b8271727669cc3bbc8
tesis/legacy/main_overleaf_original.tex,56817,d05fa66d8f0104061634af5913ca3590,fe0c75cfcb36d31ce2daaba64ba6d443e5c9505c57a469a732b454eaf7b154d6
tesis/mapa_visitas_DAEM.pdf,2046377,160bcf467b592f2202f8b8feb9632222,088ca59aeb771ae7fcb27e1cd16953668093395551da9aaf7599dad61597533b
tesis/mapa_visitas_DAEM.png,572018,12bad6935b8df0514480cab4d70e11ac,f0359c08e1d96a0b7bead925da096ade4583025a4b37f256f108ce9671a1e887
tesis/output/Desarrollo-de-una-arquitectura-escalable-de-Big-Data-en-AWS-alimentada-mediante-un-sistema-de-IoT.pdf,6597041,6830649d943eca91c06d5af387adc084,24f8c2d825f0fad6f8f4de4da4233b0256c903b7b49cd43c7fd7f2713aa18115
tesis/references.qmd,18,5080a12bc3ad339f9a312fc70b3459c5,139c4fd037677104c247e0eb1f350df87c38bac9d4d7ac3475a774268218c082
tesis/revision_citas_validacion.json,327,2fa445d2d582f53db73a8850b0b3c89c,573d8db8556147955bf08ef6f2a18aab0d8038ba249ac30bf00e1858fb27ce69
tesis/revision_refuerzo_bibliografico.json,2092,13d9f5e14f799d7e9e178de7383f9c23,ab96b92cd8d0a1df40320ebeaa90d42a6d5ac7239fb69c2355886b419ca40e1a
tesis/scripts/render_pdf.bat,87,ed5230237661e17e79a5a156f5815ed2,7abb789adb3ab634d8d9e613c00b369b5b2b3fd6b5f0c4d53a5b7652971b8693
tesis/tex/frontmatter.tex,7557,e2f2437edf7fdb04e2976677cc5c220a,47658bf4aea064caa61e0dbf9503931021babd008f59c8b8b657165ad91290c9
tesis/tex/preamble.tex,1871,f04fa61dbdd498ba414b9a5299a7af04,6a00b9c2cab13dc8be657a2b497e622c835e6c58ea59b1e5a3fe7d09dd7b5319
trazabilidad/LEEME_TRAZABILIDAD.md,3009,0a730834798db19ce6683e04fb31ba34,d805d852e2e7e7f83e4beac491b1ec073f3a09bdc3c5fed8fce64bbc4a853a3e
trazabilidad/entrega/INTEGRACION_RSTUDIO_GIT.md,3440,c80a77a9e4fc9cdd835d648cb6cad3a0,f87a7faf5b9848bead8780ea4bcb673cc7188767001e026715d0ea202f994d4e
trazabilidad/entrega/PRUEBA_RENDER_RSTUDIO.md,1449,e5c92e6b5657857f58d5bf6e6405825a,5c4680d771edfe4a03e772a2a0a57d65c7d43816290bc99795d33dff5bc40a00
trazabilidad/entrega/diferencias_anexos_repositorio.diff,8489,4813661b7aaa0e0ae0272f977dfb9f96,6fbe09fb6a1771329cfe4a7f725dd2af9fb0e2799f7ff2957dadde7ae5cbb39b
trazabilidad/entrega/diferencias_integracion_anexos.diff,6577,32712c82c35f955688d63e73a341f496,b321d2a2be4d808f755f0b72403e7115c048f04bf4e20ce87bafd00983bdc9a9
trazabilidad/entrega/inventario_entrega.csv,17700,4af6bbf63c2ea720cebbfe2117daf4c5,04f7ec77581d336081665dd7c859017df507232dce862e1d5a73fe0e53d03349
trazabilidad/entrega/render_integrado.log,8392,09fe6df49ef77f43cb5ee81ea85381a6,910dbc4bc11e9939da8a5eaf5c0fdf4db98a171a404e3c0e5294dce88db23aed
trazabilidad/entrega/render_quarto_validado.log,8392,09fe6df49ef77f43cb5ee81ea85381a6,910dbc4bc11e9939da8a5eaf5c0fdf4db98a171a404e3c0e5294dce88db23aed
trazabilidad/entrega/resultado_prueba_R.csv,227,c3486cabc233fab82afad0f0d95d6630,dc0bb426fda79cd4c05283c5acf77a33ea3b0d0a43d6323bbe1fcc6ac4455f4f
trazabilidad/entrega/resultado_render_integrado.csv,227,61ed524f18dcc57f1dcf60ec4f9d4077,7046d972ca348d4a19738692f31af5d1f2016ccd053d17769f4c06ba744daf19
trazabilidad/entrega/sesion_prueba_R.txt,743,fcbdd40533aee565a90de79940ea4699,bd9898bd0290e68e99571590cea98856827d1acaa1245cc814663f7b14499662
trazabilidad/entrega/verificacion_integracion.json,7702,de3df313c02c75d732302221b9b0ffcc,b93eecb5e0ceba4b74563c22f57787c277a8a0081ca179db256eeca649ace410
trazabilidad/entrega/verificacion_paquete.json,6584,fa6ab18e1801fd0ddd07b35f4cba6300,0481be655f344024e218e17a42564a21e733637d4ffb1e4a18e63a7e38d83f6d
trazabilidad/entrega/versiones_prueba_R.txt,948,dd7519cdddbf3169533c7f8a682d62c0,6ed6af672128bd56a1f350e958081cda378311ea4b4a26d485b98bbe8a6fb047
trazabilidad/entrega/versiones_render_integrado.txt,948,dd7519cdddbf3169533c7f8a682d62c0,6ed6af672128bd56a1f350e958081cda378311ea4b4a26d485b98bbe8a6fb047
trazabilidad/historico_firmware/ALCANCE_Y_TRAZABILIDAD.md,3719,fd553c4d87c14735c22da023e68c5280,760ae4dd77cd862be2a5e988c3d93b82d392bc0204a22a9d0f24e2f208700b02
trazabilidad/historico_firmware/CONFIGURACION_Y_COMPILACION.md,4330,71c722dc1ebb4d4e25461ef857a30250,fc5abdac768d0db1bd3c19142738a5413f76b4ee964753135cde1fe92abadb0b
trazabilidad/historico_firmware/README_anterior.md,6019,27a1dc63c87659ee1363aa00e920a03e,60d7ac6b1e2ce6e662cf062e65e44d36ef2994b8edd7f4b95c977b1a21fd9806
trazabilidad/historico_firmware/SUBIR_A_GITHUB.md,3314,4ca8f06081a8246266553447478f34ed,762358a66b49280c115bce327b68dbbe6557e74cb930bf2b5f8392208b8f70c4
trazabilidad/historico_firmware/THIRD_PARTY_NOTICES_anterior.md,1850,b6a9b7259ca95aaf260a866f1ca0269e,67d1e78abb32946dac4f4a6d9b15775b3c370386525362e93b423088f5fc9ad4
trazabilidad/historico_firmware/VERIFICACION_ENTREGA.json,2388,bead087349921e6736cdff90699886d0,1220cdfd7ccc82d6db853f96bf236898ff85bb527e72a888d929b5df3f4fb8bb
trazabilidad/historico_rstudio/ABRIR_EN_RSTUDIO_anterior.md,4693,95bd48b19b9c928686e86c924932e7b0,d91e6baacb9a2915498a59bf4a685d8c31a3716e646accb673381bec6f6e4691
trazabilidad/historico_rstudio/LEEME_PRIMERO_anterior.md,2689,34991e7f027d08d8839188780df448e4,f28e919d0636aa2a5871fd6d9c8d9341ad46436564411c43244c025063c962c9
trazabilidad/historico_rstudio/LEEME_TRAZABILIDAD_anterior.md,3973,5464b00f71374b74e55f9d213d87b279,cbe30c71568f61780494f52f8128193bec8d9ac2eac56c0aec6d9339c4365f75
trazabilidad/historico_rstudio/renderizar_tesis.R.txt,6582,a69c2554af0bd2f0e0e60d82f13454c0,6b40f6aadc32b16c6349e881c5bf959deaa089499f90822f404a92845950df6b
trazabilidad/historico_rstudio/tesis.Rproj.txt,218,584b2434d675b192dc1614bd62b5b93e,aa1bb6b4e0ed0325d1e781f5b6eacf7549b809566866accf8ca605331d136816
trazabilidad/historico_rstudio/verificar_entrega.R.txt,1685,abd72b21a7af2f307fa523f7fabbf9c5,1c8cfe40739587dab1da578e5840171fb327ea0242097b8db5df8a258c19b13a
verificar_entrega.R,1742,447c559b291191e6b7ec37d35ac5453c,a1e373342b12903de7da3908b9602782d76766dc6e9472d31a3ef334a3414b22
